Country,Region,Year,Happiness Rank,Happiness Score,Factors,Value
Taiwan Province of China,Asia,2017,33,6.421999931,Generosity,0.258360475
Spain,Europe,2017,34,6.402999878,Economy (GDP per Capita),1.384397864
Spain,Europe,2017,34,6.402999878,Family,1.532090902
Spain,Europe,2017,34,6.402999878,Health (Life Expectancy),0.8889606
Spain,Europe,2017,34,6.402999878,Freedom,0.40878123
Spain,Europe,2017,34,6.402999878,Trust (Government Corruption),0.070914097
Spain,Europe,2017,34,6.402999878,Generosity,0.190133572
Qatar,Asia,2017,35,6.375,Economy (GDP per Capita),1.870765686
Qatar,Asia,2017,35,6.375,Family,1.27429688
Qatar,Asia,2017,35,6.375,Health (Life Expectancy),0.710098088
Qatar,Asia,2017,35,6.375,Freedom,0.604130983
Qatar,Asia,2017,35,6.375,Trust (Government Corruption),0.439299256
Qatar,Asia,2017,35,6.375,Generosity,0.33047387
Colombia,South America,2017,36,6.356999874,Economy (GDP per Capita),1.070622325
Colombia,South America,2017,36,6.356999874,Family,1.402182937
Colombia,South America,2017,36,6.356999874,Health (Life Expectancy),0.595027924
Colombia,South America,2017,36,6.356999874,Freedom,0.477487415
Colombia,South America,2017,36,6.356999874,Trust (Government Corruption),0.046668742
Colombia,South America,2017,36,6.356999874,Generosity,0.149014473
Saudi Arabia,Asia,2017,37,6.343999863,Economy (GDP per Capita),1.530623555
Saudi Arabia,Asia,2017,37,6.343999863,Family,1.286677599
Saudi Arabia,Asia,2017,37,6.343999863,Health (Life Expectancy),0.59014833
Saudi Arabia,Asia,2017,37,6.343999863,Freedom,0.449750572
Saudi Arabia,Asia,2017,37,6.343999863,Trust (Government Corruption),0.273432255
Saudi Arabia,Asia,2017,37,6.343999863,Generosity,0.147616014
Trinidad and Tobago,South America,2017,38,6.168000221,Economy (GDP per Capita),1.361355901
Trinidad and Tobago,South America,2017,38,6.168000221,Family,1.380228519
Trinidad and Tobago,South America,2017,38,6.168000221,Health (Life Expectancy),0.519983292
Trinidad and Tobago,South America,2017,38,6.168000221,Freedom,0.518630743
Trinidad and Tobago,South America,2017,38,6.168000221,Trust (Government Corruption),0.008964816
Trinidad and Tobago,South America,2017,38,6.168000221,Generosity,0.325296462
Kuwait,Asia,2017,39,6.105000019,Economy (GDP per Capita),1.632952452
Kuwait,Asia,2017,39,6.105000019,Family,1.259698749
Kuwait,Asia,2017,39,6.105000019,Health (Life Expectancy),0.632105708
Kuwait,Asia,2017,39,6.105000019,Freedom,0.496337593
Kuwait,Asia,2017,39,6.105000019,Trust (Government Corruption),0.21515955
Kuwait,Asia,2017,39,6.105000019,Generosity,0.228289798
Slovakia,Europe,2017,40,6.09800005,Economy (GDP per Capita),1.325393558
Slovakia,Europe,2017,40,6.09800005,Family,1.505059242
Slovakia,Europe,2017,40,6.09800005,Health (Life Expectancy),0.712732911
Slovakia,Europe,2017,40,6.09800005,Freedom,0.295817465
Slovakia,Europe,2017,40,6.09800005,Trust (Government Corruption),0.024210852
Slovakia,Europe,2017,40,6.09800005,Generosity,0.136544481
Bahrain,Asia,2017,41,6.086999893,Economy (GDP per Capita),1.488412261
Bahrain,Asia,2017,41,6.086999893,Family,1.323110461
Bahrain,Asia,2017,41,6.086999893,Health (Life Expectancy),0.653133035
Bahrain,Asia,2017,41,6.086999893,Freedom,0.536746919
Bahrain,Asia,2017,41,6.086999893,Trust (Government Corruption),0.25704217
Bahrain,Asia,2017,41,6.086999893,Generosity,0.172668487
Malaysia,Asia,2017,42,6.084000111,Economy (GDP per Capita),1.29121542
Malaysia,Asia,2017,42,6.084000111,Family,1.284646034
Malaysia,Asia,2017,42,6.084000111,Health (Life Expectancy),0.618784428
Malaysia,Asia,2017,42,6.084000111,Freedom,0.402264982
Malaysia,Asia,2017,42,6.084000111,Trust (Government Corruption),0.065600708
Malaysia,Asia,2017,42,6.084000111,Generosity,0.41660893
Nicaragua,North America,2017,43,6.071000099,Economy (GDP per Capita),0.737299204
Nicaragua,North America,2017,43,6.071000099,Family,1.28721571
Nicaragua,North America,2017,43,6.071000099,Health (Life Expectancy),0.653095961
Nicaragua,North America,2017,43,6.071000099,Freedom,0.447551847
Nicaragua,North America,2017,43,6.071000099,Trust (Government Corruption),0.130687982
Nicaragua,North America,2017,43,6.071000099,Generosity,0.301674217
Ecuador,South America,2017,44,6.007999897,Economy (GDP per Capita),1.000820398
Ecuador,South America,2017,44,6.007999897,Family,1.286168814
Ecuador,South America,2017,44,6.007999897,Health (Life Expectancy),0.685636222
Ecuador,South America,2017,44,6.007999897,Freedom,0.455198199
Ecuador,South America,2017,44,6.007999897,Trust (Government Corruption),0.140134647
Ecuador,South America,2017,44,6.007999897,Generosity,0.150112465
El Salvador,North America,2017,45,6.002999783,Economy (GDP per Capita),0.909784496
El Salvador,North America,2017,45,6.002999783,Family,1.182125092
El Salvador,North America,2017,45,6.002999783,Health (Life Expectancy),0.596018553
El Salvador,North America,2017,45,6.002999783,Freedom,0.43245253
El Salvador,North America,2017,45,6.002999783,Trust (Government Corruption),0.08998096
El Salvador,North America,2017,45,6.002999783,Generosity,0.078257985
Poland,Europe,2017,46,5.97300005,Economy (GDP per Capita),1.291787863
Poland,Europe,2017,46,5.97300005,Family,1.44571197
Poland,Europe,2017,46,5.97300005,Health (Life Expectancy),0.699475348
Poland,Europe,2017,46,5.97300005,Freedom,0.520342112
Poland,Europe,2017,46,5.97300005,Trust (Government Corruption),0.059307806
Poland,Europe,2017,46,5.97300005,Generosity,0.158465967
Uzbekistan,Asia,2017,47,5.971000195,Economy (GDP per Capita),0.786441088
Uzbekistan,Asia,2017,47,5.971000195,Family,1.54896915
Uzbekistan,Asia,2017,47,5.971000195,Health (Life Expectancy),0.498272628
Uzbekistan,Asia,2017,47,5.971000195,Freedom,0.658248663
Uzbekistan,Asia,2017,47,5.971000195,Trust (Government Corruption),0.246528223
Uzbekistan,Asia,2017,47,5.971000195,Generosity,0.415983647
Italy,Europe,2017,48,5.964000225,Economy (GDP per Capita),1.395066619
Italy,Europe,2017,48,5.964000225,Family,1.444923282
Italy,Europe,2017,48,5.964000225,Health (Life Expectancy),0.853144348
Italy,Europe,2017,48,5.964000225,Freedom,0.256450713
Italy,Europe,2017,48,5.964000225,Trust (Government Corruption),0.028028091
Italy,Europe,2017,48,5.964000225,Generosity,0.172789648
Russia,Asia,2017,49,5.962999821,Economy (GDP per Capita),1.281778097
Russia,Asia,2017,49,5.962999821,Family,1.469282389
Russia,Asia,2017,49,5.962999821,Health (Life Expectancy),0.547349334
Russia,Asia,2017,49,5.962999821,Freedom,0.373783112
Russia,Asia,2017,49,5.962999821,Trust (Government Corruption),0.032962881
Russia,Asia,2017,49,5.962999821,Generosity,0.052263822
Belize,North America,2017,50,5.955999851,Economy (GDP per Capita),0.907975316
Belize,North America,2017,50,5.955999851,Family,1.081417799
Belize,North America,2017,50,5.955999851,Health (Life Expectancy),0.450191766
Belize,North America,2017,50,5.955999851,Freedom,0.547509372
Belize,North America,2017,50,5.955999851,Trust (Government Corruption),0.096581072
Belize,North America,2017,50,5.955999851,Generosity,0.240015641
Japan,Asia,2017,51,5.920000076,Economy (GDP per Capita),1.416915178
Japan,Asia,2017,51,5.920000076,Family,1.436337829
Japan,Asia,2017,51,5.920000076,Health (Life Expectancy),0.913475871
Japan,Asia,2017,51,5.920000076,Freedom,0.505625546
Japan,Asia,2017,51,5.920000076,Trust (Government Corruption),0.163760737
Japan,Asia,2017,51,5.920000076,Generosity,0.120572768
Lithuania,Europe,2017,52,5.90199995,Economy (GDP per Capita),1.314582348
Lithuania,Europe,2017,52,5.90199995,Family,1.473516107
Lithuania,Europe,2017,52,5.90199995,Health (Life Expectancy),0.62894994
Lithuania,Europe,2017,52,5.90199995,Freedom,0.234231785
Lithuania,Europe,2017,52,5.90199995,Trust (Government Corruption),0.011865643
Lithuania,Europe,2017,52,5.90199995,Generosity,0.010164657
Algeria,Africa,2017,53,5.872000217,Economy (GDP per Capita),1.091864467
Algeria,Africa,2017,53,5.872000217,Family,1.146217465
Algeria,Africa,2017,53,5.872000217,Health (Life Expectancy),0.617584646
Algeria,Africa,2017,53,5.872000217,Freedom,0.233335808
Algeria,Africa,2017,53,5.872000217,Trust (Government Corruption),0.14609611
Algeria,Africa,2017,53,5.872000217,Generosity,0.069436647
Latvia,Europe,2017,54,5.849999905,Economy (GDP per Capita),1.260748625
Latvia,Europe,2017,54,5.849999905,Family,1.404714942
Latvia,Europe,2017,54,5.849999905,Health (Life Expectancy),0.638566971
Latvia,Europe,2017,54,5.849999905,Freedom,0.325707912
Latvia,Europe,2017,54,5.849999905,Trust (Government Corruption),0.073842727
Latvia,Europe,2017,54,5.849999905,Generosity,0.153074786
South Korea,Asia,2017,55,5.837999821,Economy (GDP per Capita),1.401678443
South Korea,Asia,2017,55,5.837999821,Family,1.128274441
South Korea,Asia,2017,55,5.837999821,Health (Life Expectancy),0.900214076
South Korea,Asia,2017,55,5.837999821,Freedom,0.257921666
South Korea,Asia,2017,55,5.837999821,Trust (Government Corruption),0.063282669
South Korea,Asia,2017,55,5.837999821,Generosity,0.206674367
Moldova,Europe,2017,56,5.837999821,Economy (GDP per Capita),0.72887063
Moldova,Europe,2017,56,5.837999821,Family,1.251825571
Moldova,Europe,2017,56,5.837999821,Health (Life Expectancy),0.589465201
Moldova,Europe,2017,56,5.837999821,Freedom,0.240729049
Moldova,Europe,2017,56,5.837999821,Trust (Government Corruption),0.010091286
Moldova,Europe,2017,56,5.837999821,Generosity,0.208779126
Romania,Europe,2017,57,5.824999809,Economy (GDP per Capita),1.217683911
Romania,Europe,2017,57,5.824999809,Family,1.15009129
Romania,Europe,2017,57,5.824999809,Health (Life Expectancy),0.685158312
Romania,Europe,2017,57,5.824999809,Freedom,0.457003742
Romania,Europe,2017,57,5.824999809,Trust (Government Corruption),0.004387901
Romania,Europe,2017,57,5.824999809,Generosity,0.133519918
Bolivia,South America,2017,58,5.822999954,Economy (GDP per Capita),0.833756566
Bolivia,South America,2017,58,5.822999954,Family,1.227619052
Bolivia,South America,2017,58,5.822999954,Health (Life Expectancy),0.47363025
Bolivia,South America,2017,58,5.822999954,Freedom,0.558732927
Bolivia,South America,2017,58,5.822999954,Trust (Government Corruption),0.060477726
Bolivia,South America,2017,58,5.822999954,Generosity,0.225560725
Turkmenistan,Asia,2017,59,5.822000027,Economy (GDP per Capita),1.130776763
Turkmenistan,Asia,2017,59,5.822000027,Family,1.493149161
Turkmenistan,Asia,2017,59,5.822000027,Health (Life Expectancy),0.43772608
Turkmenistan,Asia,2017,59,5.822000027,Freedom,0.418271929
Turkmenistan,Asia,2017,59,5.822000027,Trust (Government Corruption),0.25927034
Turkmenistan,Asia,2017,59,5.822000027,Generosity,0.249924988
Kazakhstan,Asia,2017,60,5.818999767,Economy (GDP per Capita),1.28455627
Kazakhstan,Asia,2017,60,5.818999767,Family,1.384369016
Kazakhstan,Asia,2017,60,5.818999767,Health (Life Expectancy),0.606041551
Kazakhstan,Asia,2017,60,5.818999767,Freedom,0.437454283
Kazakhstan,Asia,2017,60,5.818999767,Trust (Government Corruption),0.119282886
Kazakhstan,Asia,2017,60,5.818999767,Generosity,0.201964423
North Cyprus,Asia,2017,61,5.809999943,Economy (GDP per Capita),1.346911311
North Cyprus,Asia,2017,61,5.809999943,Family,1.186303377
North Cyprus,Asia,2017,61,5.809999943,Health (Life Expectancy),0.834647238
North Cyprus,Asia,2017,61,5.809999943,Freedom,0.471203625
North Cyprus,Asia,2017,61,5.809999943,Trust (Government Corruption),0.155353352
North Cyprus,Asia,2017,61,5.809999943,Generosity,0.266845703
Slovenia,Europe,2017,62,5.757999897,Economy (GDP per Capita),1.341205955
Slovenia,Europe,2017,62,5.757999897,Family,1.452518821
Slovenia,Europe,2017,62,5.757999897,Health (Life Expectancy),0.790828228
Slovenia,Europe,2017,62,5.757999897,Freedom,0.572575808
Slovenia,Europe,2017,62,5.757999897,Trust (Government Corruption),0.045128979
Slovenia,Europe,2017,62,5.757999897,Generosity,0.242649093
Peru,South America,2017,63,5.715000153,Economy (GDP per Capita),1.035225272
Peru,South America,2017,63,5.715000153,Family,1.218770385
Peru,South America,2017,63,5.715000153,Health (Life Expectancy),0.630166113
Peru,South America,2017,63,5.715000153,Freedom,0.450002879
Peru,South America,2017,63,5.715000153,Trust (Government Corruption),0.047049087
Peru,South America,2017,63,5.715000153,Generosity,0.126819715
Mauritius,Africa,2017,64,5.629000187,Economy (GDP per Capita),1.189395547
Mauritius,Africa,2017,64,5.629000187,Family,1.20956099
Mauritius,Africa,2017,64,5.629000187,Health (Life Expectancy),0.638007462
Mauritius,Africa,2017,64,5.629000187,Freedom,0.491247326
Mauritius,Africa,2017,64,5.629000187,Trust (Government Corruption),0.042181555
Mauritius,Africa,2017,64,5.629000187,Generosity,0.360933751
Cyprus,Asia,2017,65,5.620999813,Economy (GDP per Capita),1.355938077
Cyprus,Asia,2017,65,5.620999813,Family,1.131363273
Cyprus,Asia,2017,65,5.620999813,Health (Life Expectancy),0.844714701
Cyprus,Asia,2017,65,5.620999813,Freedom,0.355111539
Cyprus,Asia,2017,65,5.620999813,Trust (Government Corruption),0.041237976
Cyprus,Asia,2017,65,5.620999813,Generosity,0.271254301
Estonia,Europe,2017,66,5.611000061,Economy (GDP per Capita),1.32087934
Estonia,Europe,2017,66,5.611000061,Family,1.4766711
Estonia,Europe,2017,66,5.611000061,Health (Life Expectancy),0.695168316
Estonia,Europe,2017,66,5.611000061,Freedom,0.47913143
Estonia,Europe,2017,66,5.611000061,Trust (Government Corruption),0.183248922
Estonia,Europe,2017,66,5.611000061,Generosity,0.098890811
Belarus,Europe,2017,67,5.568999767,Economy (GDP per Capita),1.15655756
Belarus,Europe,2017,67,5.568999767,Family,1.444945216
Belarus,Europe,2017,67,5.568999767,Health (Life Expectancy),0.637714267
Belarus,Europe,2017,67,5.568999767,Freedom,0.295400262
Belarus,Europe,2017,67,5.568999767,Trust (Government Corruption),0.156313822
Belarus,Europe,2017,67,5.568999767,Generosity,0.155137509
Libya,Africa,2017,68,5.525000095,Economy (GDP per Capita),1.101803064
Libya,Africa,2017,68,5.525000095,Family,1.35756433
Libya,Africa,2017,68,5.525000095,Health (Life Expectancy),0.52016902
Libya,Africa,2017,68,5.525000095,Freedom,0.46573323
Libya,Africa,2017,68,5.525000095,Trust (Government Corruption),0.09261021
Libya,Africa,2017,68,5.525000095,Generosity,0.152073666
Turkey,Europe,2017,69,5.5,Economy (GDP per Capita),1.198274374
Turkey,Europe,2017,69,5.5,Family,1.337753177
Turkey,Europe,2017,69,5.5,Health (Life Expectancy),0.637605608
Turkey,Europe,2017,69,5.5,Freedom,0.3007406
Turkey,Europe,2017,69,5.5,Trust (Government Corruption),0.09967158
Turkey,Europe,2017,69,5.5,Generosity,0.046693042
Paraguay,South America,2017,70,5.493000031,Economy (GDP per Capita),0.932537317
Paraguay,South America,2017,70,5.493000031,Family,1.50728488
Paraguay,South America,2017,70,5.493000031,Health (Life Expectancy),0.579250693
Paraguay,South America,2017,70,5.493000031,Freedom,0.473507792
Paraguay,South America,2017,70,5.493000031,Trust (Government Corruption),0.091065913
Paraguay,South America,2017,70,5.493000031,Generosity,0.224150658
"Hong Kong S.A.R., China",Asia,2017,71,5.472000122,Economy (GDP per Capita),1.551674843
"Hong Kong S.A.R., China",Asia,2017,71,5.472000122,Family,1.262790918
"Hong Kong S.A.R., China",Asia,2017,71,5.472000122,Health (Life Expectancy),0.943062425
"Hong Kong S.A.R., China",Asia,2017,71,5.472000122,Freedom,0.490968645
"Hong Kong S.A.R., China",Asia,2017,71,5.472000122,Trust (Government Corruption),0.293933749
"Hong Kong S.A.R., China",Asia,2017,71,5.472000122,Generosity,0.374465793
Philippines,Asia,2017,72,5.429999828,Economy (GDP per Capita),0.857699215
Philippines,Asia,2017,72,5.429999828,Family,1.253917575
Philippines,Asia,2017,72,5.429999828,Health (Life Expectancy),0.468009055
Philippines,Asia,2017,72,5.429999828,Freedom,0.585214674
Philippines,Asia,2017,72,5.429999828,Trust (Government Corruption),0.099331893
Philippines,Asia,2017,72,5.429999828,Generosity,0.193513423
Serbia,Europe,2017,73,5.394999981,Economy (GDP per Capita),1.069317579
Serbia,Europe,2017,73,5.394999981,Family,1.258189797
Serbia,Europe,2017,73,5.394999981,Health (Life Expectancy),0.650784671
Serbia,Europe,2017,73,5.394999981,Freedom,0.208715528
Serbia,Europe,2017,73,5.394999981,Trust (Government Corruption),0.040903781
Serbia,Europe,2017,73,5.394999981,Generosity,0.220125884
Jordan,Asia,2017,74,5.335999966,Economy (GDP per Capita),0.991012394
Jordan,Asia,2017,74,5.335999966,Family,1.239088893
Jordan,Asia,2017,74,5.335999966,Health (Life Expectancy),0.604590058
Jordan,Asia,2017,74,5.335999966,Freedom,0.418421149
Jordan,Asia,2017,74,5.335999966,Trust (Government Corruption),0.119803272
Jordan,Asia,2017,74,5.335999966,Generosity,0.17217046
Hungary,Europe,2017,75,5.323999882,Economy (GDP per Capita),1.286011934
Hungary,Europe,2017,75,5.323999882,Family,1.343133092
Hungary,Europe,2017,75,5.323999882,Health (Life Expectancy),0.687763453
Hungary,Europe,2017,75,5.323999882,Freedom,0.175863519
Hungary,Europe,2017,75,5.323999882,Trust (Government Corruption),0.036636937
Hungary,Europe,2017,75,5.323999882,Generosity,0.078401662
Jamaica,North America,2017,76,5.31099987,Economy (GDP per Capita),0.925579309
Jamaica,North America,2017,76,5.31099987,Family,1.368218064
Jamaica,North America,2017,76,5.31099987,Health (Life Expectancy),0.641022384
Jamaica,North America,2017,76,5.31099987,Freedom,0.474307239
Jamaica,North America,2017,76,5.31099987,Trust (Government Corruption),0.055267781
Jamaica,North America,2017,76,5.31099987,Generosity,0.233818337
Croatia,Europe,2017,77,5.293000221,Economy (GDP per Capita),1.222556233
Croatia,Europe,2017,77,5.293000221,Family,0.967983007
Croatia,Europe,2017,77,5.293000221,Health (Life Expectancy),0.701288521
Croatia,Europe,2017,77,5.293000221,Freedom,0.255772293
Croatia,Europe,2017,77,5.293000221,Trust (Government Corruption),0.04310311
Croatia,Europe,2017,77,5.293000221,Generosity,0.248002976
Kosovo,Europe,2017,78,5.278999805,Economy (GDP per Capita),0.951484382
Kosovo,Europe,2017,78,5.278999805,Family,1.137853503
Kosovo,Europe,2017,78,5.278999805,Health (Life Expectancy),0.54145205
Kosovo,Europe,2017,78,5.278999805,Freedom,0.260287941
Kosovo,Europe,2017,78,5.278999805,Trust (Government Corruption),0.057471618
Kosovo,Europe,2017,78,5.278999805,Generosity,0.319931448
China,Asia,2017,79,5.272999763,Economy (GDP per Capita),1.081165791
China,Asia,2017,79,5.272999763,Family,1.160837412
China,Asia,2017,79,5.272999763,Health (Life Expectancy),0.741415501
China,Asia,2017,79,5.272999763,Freedom,0.472787708
China,Asia,2017,79,5.272999763,Trust (Government Corruption),0.022794275
China,Asia,2017,79,5.272999763,Generosity,0.028806841
Pakistan,Asia,2017,80,5.269000053,Economy (GDP per Capita),0.726883531
Pakistan,Asia,2017,80,5.269000053,Family,0.67269069
Pakistan,Asia,2017,80,5.269000053,Health (Life Expectancy),0.402047783
Pakistan,Asia,2017,80,5.269000053,Freedom,0.235215262
Pakistan,Asia,2017,80,5.269000053,Trust (Government Corruption),0.124348067
Pakistan,Asia,2017,80,5.269000053,Generosity,0.315446019
Indonesia,Asia,2017,81,5.262000084,Economy (GDP per Capita),0.995538592
Indonesia,Asia,2017,81,5.262000084,Family,1.274444699
Indonesia,Asia,2017,81,5.262000084,Health (Life Expectancy),0.492345721
Indonesia,Asia,2017,81,5.262000084,Freedom,0.443323463
Indonesia,Asia,2017,81,5.262000084,Trust (Government Corruption),0.015317135
Indonesia,Asia,2017,81,5.262000084,Generosity,0.611704588
Venezuela,South America,2017,82,5.25,Economy (GDP per Capita),1.128431201
Venezuela,South America,2017,82,5.25,Family,1.431337595
Venezuela,South America,2017,82,5.25,Health (Life Expectancy),0.617144227
Venezuela,South America,2017,82,5.25,Freedom,0.153997123
Venezuela,South America,2017,82,5.25,Trust (Government Corruption),0.064491123
Venezuela,South America,2017,82,5.25,Generosity,0.06501963
Montenegro,Europe,2017,83,5.236999989,Economy (GDP per Capita),1.121129036
Montenegro,Europe,2017,83,5.236999989,Family,1.238376498
Montenegro,Europe,2017,83,5.236999989,Health (Life Expectancy),0.667464674
Montenegro,Europe,2017,83,5.236999989,Freedom,0.194989055
Montenegro,Europe,2017,83,5.236999989,Trust (Government Corruption),0.088174194
Montenegro,Europe,2017,83,5.236999989,Generosity,0.197911024
Morocco,Africa,2017,84,5.235000134,Economy (GDP per Capita),0.878114581
Morocco,Africa,2017,84,5.235000134,Family,0.774864435
Morocco,Africa,2017,84,5.235000134,Health (Life Expectancy),0.597710669
Morocco,Africa,2017,84,5.235000134,Freedom,0.408158332
Morocco,Africa,2017,84,5.235000134,Trust (Government Corruption),0.087763183
Morocco,Africa,2017,84,5.235000134,Generosity,0.032209955
Azerbaijan,Asia,2017,85,5.234000206,Economy (GDP per Capita),1.153601766
Azerbaijan,Asia,2017,85,5.234000206,Family,1.152400255
Azerbaijan,Asia,2017,85,5.234000206,Health (Life Expectancy),0.540775776
Azerbaijan,Asia,2017,85,5.234000206,Freedom,0.398155838
Azerbaijan,Asia,2017,85,5.234000206,Trust (Government Corruption),0.180987507
Azerbaijan,Asia,2017,85,5.234000206,Generosity,0.04526934
Dominican Republic,North America,2017,86,5.230000019,Economy (GDP per Capita),1.079373837
Dominican Republic,North America,2017,86,5.230000019,Family,1.402416706
Dominican Republic,North America,2017,86,5.230000019,Health (Life Expectancy),0.574873745
Dominican Republic,North America,2017,86,5.230000019,Freedom,0.552589834
Dominican Republic,North America,2017,86,5.230000019,Trust (Government Corruption),0.113945253
Dominican Republic,North America,2017,86,5.230000019,Generosity,0.18696785
Greece,Europe,2017,87,5.227000237,Economy (GDP per Capita),1.289487481
Greece,Europe,2017,87,5.227000237,Family,1.239414573
Greece,Europe,2017,87,5.227000237,Health (Life Expectancy),0.810198903
Greece,Europe,2017,87,5.227000237,Freedom,0.095731251
Greece,Europe,2017,87,5.227000237,Trust (Government Corruption),0.043289777
Greece,Europe,2017,87,5.227000237,Generosity,0
Lebanon,Asia,2017,88,5.224999905,Economy (GDP per Capita),1.074987531
Lebanon,Asia,2017,88,5.224999905,Family,1.129624248
Lebanon,Asia,2017,88,5.224999905,Health (Life Expectancy),0.735081077
Lebanon,Asia,2017,88,5.224999905,Freedom,0.288515985
Lebanon,Asia,2017,88,5.224999905,Trust (Government Corruption),0.03751383
Lebanon,Asia,2017,88,5.224999905,Generosity,0.264450759
Portugal,Europe,2017,89,5.195000172,Economy (GDP per Capita),1.315175295
Portugal,Europe,2017,89,5.195000172,Family,1.367043018
Portugal,Europe,2017,89,5.195000172,Health (Life Expectancy),0.795843542
Portugal,Europe,2017,89,5.195000172,Freedom,0.4984653
Portugal,Europe,2017,89,5.195000172,Trust (Government Corruption),0.015869452
Portugal,Europe,2017,89,5.195000172,Generosity,0.095102713
Bosnia and Herzegovina,Europe,2017,90,5.18200016,Economy (GDP per Capita),0.982409418
Bosnia and Herzegovina,Europe,2017,90,5.18200016,Family,1.069335938
Bosnia and Herzegovina,Europe,2017,90,5.18200016,Health (Life Expectancy),0.705186307
Bosnia and Herzegovina,Europe,2017,90,5.18200016,Freedom,0.204403177
Bosnia and Herzegovina,Europe,2017,90,5.18200016,Trust (Government Corruption),0
Bosnia and Herzegovina,Europe,2017,90,5.18200016,Generosity,0.328867495
Honduras,North America,2017,91,5.181000233,Economy (GDP per Capita),0.730573118
Honduras,North America,2017,91,5.181000233,Family,1.143944979
Honduras,North America,2017,91,5.181000233,Health (Life Expectancy),0.58256948
Honduras,North America,2017,91,5.181000233,Freedom,0.34807986
Honduras,North America,2017,91,5.181000233,Trust (Government Corruption),0.073345453
Honduras,North America,2017,91,5.181000233,Generosity,0.236188874
Macedonia,Europe,2017,92,5.175000191,Economy (GDP per Capita),1.064577937
Macedonia,Europe,2017,92,5.175000191,Family,1.207893014
Macedonia,Europe,2017,92,5.175000191,Health (Life Expectancy),0.644948184
Macedonia,Europe,2017,92,5.175000191,Freedom,0.325905979
Macedonia,Europe,2017,92,5.175000191,Trust (Government Corruption),0.060277794
Macedonia,Europe,2017,92,5.175000191,Generosity,0.253760964
Somalia,Africa,2017,93,5.151000023,Economy (GDP per Capita),0.022643184
Somalia,Africa,2017,93,5.151000023,Family,0.721151352
Somalia,Africa,2017,93,5.151000023,Health (Life Expectancy),0.113989137
Somalia,Africa,2017,93,5.151000023,Freedom,0.602126956
Somalia,Africa,2017,93,5.151000023,Trust (Government Corruption),0.282410324
Somalia,Africa,2017,93,5.151000023,Generosity,0.291631311
Vietnam,Asia,2017,94,5.073999882,Economy (GDP per Capita),0.788547575
Vietnam,Asia,2017,94,5.073999882,Family,1.277491331
Vietnam,Asia,2017,94,5.073999882,Health (Life Expectancy),0.652168989
Vietnam,Asia,2017,94,5.073999882,Freedom,0.571055591
Vietnam,Asia,2017,94,5.073999882,Trust (Government Corruption),0.087633237
Vietnam,Asia,2017,94,5.073999882,Generosity,0.234968051
Nigeria,Africa,2017,95,5.073999882,Economy (GDP per Capita),0.783756256
Nigeria,Africa,2017,95,5.073999882,Family,1.215770483
Nigeria,Africa,2017,95,5.073999882,Health (Life Expectancy),0.05691573
Nigeria,Africa,2017,95,5.073999882,Freedom,0.394952565
Nigeria,Africa,2017,95,5.073999882,Trust (Government Corruption),0.026121566
Nigeria,Africa,2017,95,5.073999882,Generosity,0.230947196
Tajikistan,Asia,2017,96,5.040999889,Economy (GDP per Capita),0.524713635
Tajikistan,Asia,2017,96,5.040999889,Family,1.271463275
Tajikistan,Asia,2017,96,5.040999889,Health (Life Expectancy),0.529235125
Tajikistan,Asia,2017,96,5.040999889,Freedom,0.471566707
Tajikistan,Asia,2017,96,5.040999889,Trust (Government Corruption),0.146377146
Tajikistan,Asia,2017,96,5.040999889,Generosity,0.248997644
Bhutan,Asia,2017,97,5.011000156,Economy (GDP per Capita),0.885416389
Bhutan,Asia,2017,97,5.011000156,Family,1.340126514
Bhutan,Asia,2017,97,5.011000156,Health (Life Expectancy),0.495879292
Bhutan,Asia,2017,97,5.011000156,Freedom,0.501537681
Bhutan,Asia,2017,97,5.011000156,Trust (Government Corruption),0.17338039
Bhutan,Asia,2017,97,5.011000156,Generosity,0.474054545
Kyrgyzstan,Asia,2017,98,5.004000187,Economy (GDP per Capita),0.596220076
Kyrgyzstan,Asia,2017,98,5.004000187,Family,1.394238591
Kyrgyzstan,Asia,2017,98,5.004000187,Health (Life Expectancy),0.553457797
Kyrgyzstan,Asia,2017,98,5.004000187,Freedom,0.454943389
Kyrgyzstan,Asia,2017,98,5.004000187,Trust (Government Corruption),0.039439179
Kyrgyzstan,Asia,2017,98,5.004000187,Generosity,0.428580374
Nepal,Asia,2017,99,4.961999893,Economy (GDP per Capita),0.479820192
Nepal,Asia,2017,99,4.961999893,Family,1.179283261
Nepal,Asia,2017,99,4.961999893,Health (Life Expectancy),0.504130781
Nepal,Asia,2017,99,4.961999893,Freedom,0.440305948
Nepal,Asia,2017,99,4.961999893,Trust (Government Corruption),0.072975546
Nepal,Asia,2017,99,4.961999893,Generosity,0.394096166
Mongolia,Asia,2017,100,4.954999924,Economy (GDP per Capita),1.027235866
Mongolia,Asia,2017,100,4.954999924,Family,1.493011236
Mongolia,Asia,2017,100,4.954999924,Health (Life Expectancy),0.557783484
Mongolia,Asia,2017,100,4.954999924,Freedom,0.394143969
Mongolia,Asia,2017,100,4.954999924,Trust (Government Corruption),0.032902289
Mongolia,Asia,2017,100,4.954999924,Generosity,0.33846423
South Africa,Africa,2017,101,4.828999996,Economy (GDP per Capita),1.054698706
